Date,Year,Month,Day,Temperature,PO4,NO3,Secchi
10/04/2014,2014,4,10,7.80,0.09,17.39,2.80
11/04/2014,2014,4,11,8.00,0.01,17.44,5.00
12/04/2014,2014,4,12,NA,NA,NA,NA
13/04/2014,2014,4,13,NA,NA,NA,NA
14/04/2014,2014,4,14,7.90,0.12,12.39,1.80
15/04/2014,2014,4,15,8.00,0.04,12.56,0.40
16/04/2014,2014,4,16,8.20,NA,NA,2.00
17/04/2014,2014,4,17,8.20,0.30,14.54,3.00
18/04/2014,2014,4,18,NA,NA,NA,NA
19/04/2014,2014,4,19,NA,NA,NA,NA
20/04/2014,2014,4,20,NA,NA,NA,NA
21/04/2014,2014,4,21,NA,NA,NA,NA
22/04/2014,2014,4,22,9.60,0.35,17.07,3.50
23/04/2014,2014,4,23,10.10,1.04,20.02,4.00
24/04/2014,2014,4,24,9.70,0.40,19.55,3.50
25/04/2014,2014,4,25,9.40,0.20,18.26,3.80
26/04/2014,2014,4,26,NA,NA,NA,NA
27/04/2014,2014,4,27,NA,NA,NA,NA
28/04/2014,2014,4,28,9.50,0.09,9.86,5.00
29/04/2014,2014,4,29,9.70,0.09,6.79,NA
30/04/2014,2014,4,30,9.90,0.04,5.64,4.50
01/05/2014,2014,5,1,NA,NA,NA,NA
02/05/2014,2014,5,2,9.70,0.07,7.81,2.90
03/05/2014,2014,5,3,NA,NA,NA,NA
04/05/2014,2014,5,4,NA,NA,NA,NA
05/05/2014,2014,5,5,10.20,0.12,11.25,5.50
06/05/2014,2014,5,6,10.50,0.14,9.94,6.00
07/05/2014,2014,5,7,10.10,0.05,7.45,9.00
08/05/2014,2014,5,8,10.20,0.30,6.74,6.80
09/05/2014,2014,5,9,10.40,0.03,7.53,6.60
10/05/2014,2014,5,10,NA,NA,NA,NA
11/05/2014,2014,5,11,NA,NA,NA,NA
12/05/2014,2014,5,12,10.00,0.09,4.96,3.00
13/05/2014,2014,5,13,10.30,0.11,4.28,7.00
14/05/2014,2014,5,14,10.30,0.17,4.36,2.00
15/05/2014,2014,5,15,10.30,0.17,4.78,2.80
16/05/2014,2014,5,16,10.70,0.07,5.54,4.80
17/05/2014,2014,5,17,NA,NA,NA,NA
18/05/2014,2014,5,18,NA,NA,NA,NA
19/05/2014,2014,5,19,11.60,0.09,6.20,6.00
20/05/2014,2014,5,20,11.70,0.40,5.09,6.00
21/05/2014,2014,5,21,12.60,0.04,5.77,6.00
22/05/2014,2014,5,22,12.40,0.29,7.79,6.00
23/05/2014,2014,5,23,12.70,0.06,6.40,4.50
24/05/2014,2014,5,24,NA,NA,NA,NA
25/05/2014,2014,5,25,NA,NA,NA,NA
26/05/2014,2014,5,26,12.70,0.09,5.75,4.50
27/05/2014,2014,5,27,12.60,0.07,6.42,5.00
28/05/2014,2014,5,28,NA,NA,NA,NA
29/05/2014,2014,5,29,NA,NA,NA,NA
30/05/2014,2014,5,30,11.70,NA,4.71,4.90
31/05/2014,2014,5,31,NA,NA,NA,NA
01/06/2014,2014,6,1,NA,NA,NA,NA
02/06/2014,2014,6,2,12.80,0.09,6.22,5.80
03/06/2014,2014,6,3,13.50,0.03,2.93,6.00
04/06/2014,2014,6,4,13.90,0.01,5.35,6.20
05/06/2014,2014,6,5,13.90,0.07,5.70,7.00
06/06/2014,2014,6,6,12.90,0.06,5.10,7.00
07/06/2014,2014,6,7,NA,NA,NA,NA
08/06/2014,2014,6,8,NA,NA,NA,NA
09/06/2014,2014,6,9,NA,NA,NA,NA
10/06/2014,2014,6,10,13.90,0.06,3.29,6.00
11/06/2014,2014,6,11,13.90,0.11,2.55,7.00
12/06/2014,2014,6,12,14.00,0.11,2.40,6.20
13/06/2014,2014,6,13,14.00,0.33,3.42,5.80
14/06/2014,2014,6,14,NA,NA,NA,NA
15/06/2014,2014,6,15,NA,NA,NA,NA
16/06/2014,2014,6,16,14.50,0.27,4.39,5.20
17/06/2014,2014,6,17,14.50,0.34,3.06,4.80
18/06/2014,2014,6,18,14.50,0.15,2.95,4.50
19/06/2014,2014,6,19,14.00,0.04,1.67,4.80
20/06/2014,2014,6,20,14.00,0.01,2.86,3.80
21/06/2014,2014,6,21,NA,NA,NA,NA
22/06/2014,2014,6,22,NA,NA,NA,NA
23/06/2014,2014,6,23,14.50,0.15,2.70,4.20
24/06/2014,2014,6,24,NA,NA,NA,NA
25/06/2014,2014,6,25,15.40,0.08,0.33,NA
26/06/2014,2014,6,26,16.00,0.07,0.54,NA
27/06/2014,2014,6,27,16.10,0.02,0.96,NA
28/06/2014,2014,6,28,NA,NA,NA,NA
29/06/2014,2014,6,29,NA,NA,NA,NA
30/06/2014,2014,6,30,16.00,0.21,1.93,7.00
01/07/2014,2014,7,1,15.60,0.19,1.21,6.30
02/07/2014,2014,7,2,15.50,0.26,1.08,5.50
03/07/2014,2014,7,3,16.00,0.29,2.00,8.20
04/07/2014,2014,7,4,16.40,0.15,2.51,9.20
05/07/2014,2014,7,5,NA,NA,NA,NA
06/07/2014,2014,7,6,NA,NA,NA,NA
07/07/2014,2014,7,7,17.00,NA,0.90,3.80
08/07/2014,2014,7,8,NA,NA,NA,NA
09/07/2014,2014,7,9,15.90,0.24,2.30,5.00
10/07/2014,2014,7,10,17.30,0.31,1.08,5.10
11/07/2014,2014,7,11,17.80,0.37,1.54,5.40
12/07/2014,2014,7,12,NA,NA,NA,NA
13/07/2014,2014,7,13,NA,NA,NA,NA
14/07/2014,2014,7,14,16.40,0.22,1.29,4.80
15/07/2014,2014,7,15,16.70,0.16,0.96,5.00
16/07/2014,2014,7,16,17.00,0.17,0.61,5.20
17/07/2014,2014,7,17,17.70,0.24,0.26,5.20
18/07/2014,2014,7,18,18.30,0.15,0.60,4.70
19/07/2014,2014,7,19,NA,NA,NA,NA
20/07/2014,2014,7,20,NA,NA,NA,NA
21/07/2014,2014,7,21,17.70,0.09,2.19,5.20
22/07/2014,2014,7,22,18.10,NA,0.80,5.20
23/07/2014,2014,7,23,18.50,0.05,0.42,5.00
24/07/2014,2014,7,24,18.50,0.01,0.25,5.10
25/07/2014,2014,7,25,18.80,0.01,0.17,5.00
26/07/2014,2014,7,26,NA,NA,NA,NA
27/07/2014,2014,7,27,NA,NA,NA,NA
28/07/2014,2014,7,28,18.60,0.08,0.93,5.50
29/07/2014,2014,7,29,18.90,0.25,0.97,4.10
30/07/2014,2014,7,30,19.00,0.31,1.02,3.50
31/07/2014,2014,7,31,18.30,0.18,0.39,4.20
01/08/2014,2014,8,1,18.30,0.33,1.21,5.00
02/08/2014,2014,8,2,NA,NA,NA,NA
03/08/2014,2014,8,3,NA,NA,NA,NA
04/08/2014,2014,8,4,19.30,NA,0.57,5.20
05/08/2014,2014,8,5,19.00,0.29,0.34,7.00
06/08/2014,2014,8,6,19.00,0.50,0.47,5.00
07/08/2014,2014,8,7,19.00,0.32,0.82,5.40
08/08/2014,2014,8,8,19.50,0.08,0.76,7.00
09/08/2014,2014,8,9,NA,NA,NA,NA
10/08/2014,2014,8,10,NA,NA,NA,NA
11/08/2014,2014,8,11,NA,NA,NA,NA
12/08/2014,2014,8,12,NA,NA,NA,NA
13/08/2014,2014,8,13,18.20,0.30,1.10,3.00
14/08/2014,2014,8,14,18.10,0.50,1.06,3.80
15/08/2014,2014,8,15,NA,NA,NA,NA
16/08/2014,2014,8,16,NA,NA,NA,NA
17/08/2014,2014,8,17,NA,NA,NA,NA
18/08/2014,2014,8,18,NA,NA,NA,NA
19/08/2014,2014,8,19,17.10,0.55,1.02,1.00
20/08/2014,2014,8,20,17.30,0.66,1.33,0.90
21/08/2014,2014,8,21,17.10,0.85,1.87,1.20
22/08/2014,2014,8,22,17.10,0.66,1.98,1.80
23/08/2014,2014,8,23,NA,NA,NA,NA
24/08/2014,2014,8,24,NA,NA,NA,NA
25/08/2014,2014,8,25,16.80,0.48,1.98,1.80
26/08/2014,2014,8,26,17.10,0.59,1.87,2.20
27/08/2014,2014,8,27,17.40,0.56,1.98,2.40
28/08/2014,2014,8,28,17.40,0.65,1.50,2.80
29/08/2014,2014,8,29,17.60,0.74,1.40,2.80
30/08/2014,2014,8,30,NA,NA,NA,NA
31/08/2014,2014,8,31,NA,NA,NA,NA
01/09/2014,2014,9,1,17.70,0.25,1.33,4.00
02/09/2014,2014,9,2,17.70,0.62,0.83,4.00
03/09/2014,2014,9,3,17.80,0.73,1.14,4.10
04/09/2014,2014,9,4,17.70,0.23,0.77,3.90
05/09/2014,2014,9,5,17.80,0.61,1.15,4.60
06/09/2014,2014,9,6,NA,NA,NA,NA
07/09/2014,2014,9,7,NA,NA,NA,NA
08/09/2014,2014,9,8,NA,NA,NA,NA
09/09/2014,2014,9,9,NA,NA,NA,NA
10/09/2014,2014,9,10,17.60,0.61,2.10,3.00
11/09/2014,2014,9,11,17.50,0.50,1.21,3.10
12/09/2014,2014,9,12,17.60,0.75,1.60,3.70
13/09/2014,2014,9,13,NA,NA,NA,NA
14/09/2014,2014,9,14,NA,NA,NA,NA
15/09/2014,2014,9,15,NA,NA,NA,NA
16/09/2014,2014,9,16,17.70,0.77,3.33,4.00
17/09/2014,2014,9,17,NA,NA,NA,NA
18/09/2014,2014,9,18,NA,NA,NA,NA
19/09/2014,2014,9,19,17.50,0.72,2.53,3.50
20/09/2014,2014,9,20,NA,NA,NA,NA
21/09/2014,2014,9,21,NA,NA,NA,NA
22/09/2014,2014,9,22,17.30,0.63,2.00,0.70
23/09/2014,2014,9,23,17.20,0.77,1.73,2.00
24/09/2014,2014,9,24,17.30,0.61,1.91,3.00
25/09/2014,2014,9,25,17.00,0.61,1.58,2.80
26/09/2014,2014,9,26,17.10,0.63,2.24,2.30
27/09/2014,2014,9,27,NA,NA,NA,NA
28/09/2014,2014,9,28,NA,NA,NA,NA
29/09/2014,2014,9,29,17.00,0.59,3.15,4.00
30/09/2014,2014,9,30,17.10,0.50,2.70,3.80
01/10/2014,2014,10,1,17.20,0.41,3.10,4.30
02/10/2014,2014,10,2,17.20,0.43,1.58,4.00
03/10/2014,2014,10,3,NA,NA,NA,NA
04/10/2014,2014,10,4,NA,NA,NA,NA
05/10/2014,2014,10,5,NA,NA,NA,NA
06/10/2014,2014,10,6,NA,NA,NA,NA
07/10/2014,2014,10,7,NA,NA,NA,NA
08/10/2014,2014,10,8,16.20,1.06,1.41,1.30
09/10/2014,2014,10,9,16.50,0.59,1.04,3.00
10/10/2014,2014,10,10,16.60,0.59,0.96,3.50
11/10/2014,2014,10,11,NA,NA,NA,NA
12/10/2014,2014,10,12,NA,NA,NA,NA
13/10/2014,2014,10,13,16.30,0.71,2.12,3.50
14/10/2014,2014,10,14,16.20,0.82,0.72,5.30
15/10/2014,2014,10,15,16.20,0.70,0.70,4.40
16/10/2014,2014,10,16,16.20,1.13,1.13,5.00
17/10/2014,2014,10,17,16.10,0.98,1.90,5.50
18/10/2014,2014,10,18,NA,NA,NA,NA
19/10/2014,2014,10,19,NA,NA,NA,NA
20/10/2014,2014,10,20,16.00,0.58,1.79,0.70
21/10/2014,2014,10,21,15.80,1.14,1.71,2.20
22/10/2014,2014,10,22,NA,NA,NA,NA
23/10/2014,2014,10,23,15.00,0.74,1.57,0.50
24/10/2014,2014,10,24,15.00,NA,1.96,1.00
25/10/2014,2014,10,25,NA,NA,NA,NA
26/10/2014,2014,10,26,NA,NA,NA,NA
27/10/2014,2014,10,27,NA,NA,NA,NA
28/10/2014,2014,10,28,14.80,0.81,2.96,1.80
29/10/2014,2014,10,29,14.50,0.82,1.61,2.00
30/10/2014,2014,10,30,14.20,0.82,1.46,2.50
31/10/2014,2014,10,31,14.50,0.74,1.58,3.00
01/11/2014,2014,11,1,NA,NA,NA,NA
02/11/2014,2014,11,2,NA,NA,NA,NA
03/11/2014,2014,11,3,14.50,0.80,1.53,3.10
04/11/2014,2014,11,4,14.20,0.46,1.84,2.90
05/11/2014,2014,11,5,14.30,0.44,2.57,3.20
06/11/2014,2014,11,6,14.20,1.42,1.39,3.50
07/11/2014,2014,11,7,14.00,0.48,1.04,3.20
08/11/2014,2014,11,8,NA,NA,NA,NA
09/11/2014,2014,11,9,NA,NA,NA,NA
10/11/2014,2014,11,10,13.60,0.36,1.13,4.50
11/11/2014,2014,11,11,13.40,0.41,1.27,4.20
12/11/2014,2014,11,12,13.40,0.53,0.74,4.00
13/11/2014,2014,11,13,13.50,0.43,0.35,4.90
14/11/2014,2014,11,14,13.30,0.59,0.73,4.50
15/11/2014,2014,11,15,NA,NA,NA,NA
16/11/2014,2014,11,16,NA,NA,NA,NA
17/11/2014,2014,11,17,12.80,0.46,1.00,5.00
18/11/2014,2014,11,18,12.80,0.44,0.88,4.50
19/11/2014,2014,11,19,12.40,1.07,1.27,4.30
20/11/2014,2014,11,20,12.50,0.54,1.39,4.30
21/11/2014,2014,11,21,12.40,0.50,1.01,4.60
22/11/2014,2014,11,22,NA,NA,NA,NA
23/11/2014,2014,11,23,NA,NA,NA,NA
24/11/2014,2014,11,24,12.00,0.55,1.72,2.30
25/11/2014,2014,11,25,12.00,0.76,1.71,2.60
26/11/2014,2014,11,26,11.70,0.46,1.24,2.50
27/11/2014,2014,11,27,NA,NA,NA,NA
28/11/2014,2014,11,28,NA,NA,NA,NA
29/11/2014,2014,11,29,NA,NA,NA,NA
30/11/2014,2014,11,30,NA,NA,NA,NA
01/12/2014,2014,12,1,9.60,0.58,2.61,3.80
02/12/2014,2014,12,2,9.40,0.39,1.78,6.00
03/12/2014,2014,12,3,9.60,0.32,2.39,5.80
04/12/2014,2014,12,4,9.60,0.40,2.69,5.00
05/12/2014,2014,12,5,9.80,0.34,2.78,4.60
06/12/2014,2014,12,6,NA,NA,NA,NA
07/12/2014,2014,12,7,NA,NA,NA,NA
08/12/2014,2014,12,8,9.40,0.48,2.93,1.00
09/12/2014,2014,12,9,9.40,0.41,2.36,2.00
10/12/2014,2014,12,10,NA,NA,NA,NA
11/12/2014,2014,12,11,NA,NA,NA,NA
12/12/2014,2014,12,12,9.20,0.42,2.62,0.40
13/12/2014,2014,12,13,NA,NA,NA,NA
14/12/2014,2014,12,14,NA,NA,NA,NA
15/12/2014,2014,12,15,8.50,0.56,3.65,1.50
16/12/2014,2014,12,16,8.20,0.54,3.19,1.00
17/12/2014,2014,12,17,8.00,0.87,3.14,1.00
18/12/2014,2014,12,18,8.50,0.57,4.24,1.50
19/12/2014,2014,12,19,8.80,0.48,3.03,2.10
20/12/2014,2014,12,20,NA,NA,NA,NA
21/12/2014,2014,12,21,NA,NA,NA,NA
22/12/2014,2014,12,22,NA,NA,NA,NA
23/12/2014,2014,12,23,NA,NA,NA,NA
24/12/2014,2014,12,24,NA,NA,NA,NA
25/12/2014,2014,12,25,NA,NA,NA,NA
26/12/2014,2014,12,26,NA,NA,NA,NA
27/12/2014,2014,12,27,NA,NA,NA,NA
28/12/2014,2014,12,28,NA,NA,NA,NA
29/12/2014,2014,12,29,6.40,0.72,7.43,1.00
30/12/2014,2014,12,30,6.80,1.07,5.89,1.00
31/12/2014,2014,12,31,NA,NA,NA,NA
01/01/2015,2015,1,1,NA,NA,NA,NA
02/01/2015,2015,1,2,NA,NA,NA,NA
03/01/2015,2015,1,3,NA,NA,NA,NA
04/01/2015,2015,1,4,NA,NA,NA,NA
05/01/2015,2015,1,5,5.70,2.16,14.68,1.00
06/01/2015,2015,1,6,6.00,1.55,14.43,1.10
07/01/2015,2015,1,7,6.30,1.41,4.18,2.10
08/01/2015,2015,1,8,6.40,1.54,9.92,1.70
09/01/2015,2015,1,9,NA,NA,NA,NA
10/01/2015,2015,1,10,NA,NA,NA,NA
11/01/2015,2015,1,11,NA,NA,NA,NA
12/01/2015,2015,1,12,NA,NA,NA,NA
13/01/2015,2015,1,13,5.90,1.34,19.74,0.60
14/01/2015,2015,1,14,5.50,1.14,15.64,0.50
15/01/2015,2015,1,15,NA,NA,NA,NA
16/01/2015,2015,1,16,5.80,0.74,16.83,1.30
17/01/2015,2015,1,17,NA,NA,NA,NA
18/01/2015,2015,1,18,NA,NA,NA,NA
19/01/2015,2015,1,19,5.80,0.64,14.12,2.20
20/01/2015,2015,1,20,5.70,0.59,14.53,1.00
21/01/2015,2015,1,21,5.80,0.51,14.70,0.80
22/01/2015,2015,1,22,5.60,0.50,11.10,1.10
23/01/2015,2015,1,23,NA,NA,NA,NA
24/01/2015,2015,1,24,NA,NA,NA,NA
25/01/2015,2015,1,25,NA,NA,NA,NA
26/01/2015,2015,1,26,6.10,0.37,10.70,1.50
27/01/2015,2015,1,27,6.10,0.35,10.14,1.20
28/01/2015,2015,1,28,5.90,0.37,12.47,1.20
29/01/2015,2015,1,29,NA,NA,NA,NA
30/01/2015,2015,1,30,5.60,0.46,12.75,1.10
31/01/2015,2015,1,31,NA,NA,NA,NA
01/02/2015,2015,2,1,NA,NA,NA,NA
02/02/2015,2015,2,2,5.50,0.44,14.00,1.10
03/02/2015,2015,2,3,5.30,0.50,14.34,1.10
04/02/2015,2015,2,4,5.00,0.46,13.78,1.30
05/02/2015,2015,2,5,4.90,0.84,18.01,1.50
06/02/2015,2015,2,6,4.50,0.72,23.07,1.70
07/02/2015,2015,2,7,NA,NA,NA,NA
08/02/2015,2015,2,8,NA,NA,NA,NA
09/02/2015,2015,2,9,5.20,0.86,19.56,1.00
10/02/2015,2015,2,10,5.20,0.64,18.65,1.50
11/02/2015,2015,2,11,5.20,0.97,21.96,NA
12/02/2015,2015,2,12,NA,NA,NA,NA
13/02/2015,2015,2,13,NA,NA,NA,NA
14/02/2015,2015,2,14,NA,NA,NA,NA
15/02/2015,2015,2,15,NA,NA,NA,NA
16/02/2015,2015,2,16,4.80,0.66,20.21,2.60
17/02/2015,2015,2,17,5.00,0.72,14.14,3.10
18/02/2015,2015,2,18,5.20,0.69,14.54,2.00
19/02/2015,2015,2,19,5.00,0.68,19.28,1.30
20/02/2015,2015,2,20,5.00,0.68,19.72,1.20
21/02/2015,2015,2,21,NA,NA,NA,NA
22/02/2015,2015,2,22,NA,NA,NA,NA
23/02/2015,2015,2,23,5.00,0.69,10.04,1.40
24/02/2015,2015,2,24,5.00,0.66,18.10,1.00
25/02/2015,2015,2,25,5.00,0.62,17.11,1.70
26/02/2015,2015,2,26,5.10,0.59,17.08,1.70
27/02/2015,2015,2,27,5.40,0.58,14.52,2.30
28/02/2015,2015,2,28,NA,NA,NA,NA
01/03/2015,2015,3,1,NA,NA,NA,NA
02/03/2015,2015,3,2,5.10,0.49,15.16,1.00
03/03/2015,2015,3,3,5.10,0.52,18.46,1.10
04/03/2015,2015,3,4,5.00,0.54,17.27,1.10
05/03/2015,2015,3,5,5.10,0.52,14.41,1.00
06/03/2015,2015,3,6,5.10,0.51,17.86,2.00
07/03/2015,2015,3,7,NA,NA,NA,NA
08/03/2015,2015,3,8,NA,NA,NA,NA
09/03/2015,2015,3,9,5.40,0.57,18.64,2.50
10/03/2015,2015,3,10,5.40,0.45,17.59,3.70
11/03/2015,2015,3,11,5.50,0.31,18.68,2.90
12/03/2015,2015,3,12,5.50,0.16,19.91,4.00
13/03/2015,2015,3,13,5.40,0.13,17.51,2.90
14/03/2015,2015,3,14,NA,NA,NA,NA
15/03/2015,2015,3,15,NA,NA,NA,NA
16/03/2015,2015,3,16,6.20,0.41,22.80,3.10
17/03/2015,2015,3,17,5.50,0.68,19.22,4.90
18/03/2015,2015,3,18,5.70,0.46,14.73,4.90
19/03/2015,2015,3,19,5.80,0.15,16.27,5.00
20/03/2015,2015,3,20,5.90,0.18,17.76,5.00
21/03/2015,2015,3,21,NA,NA,NA,NA
22/03/2015,2015,3,22,NA,NA,NA,NA
23/03/2015,2015,3,23,5.70,0.38,16.96,3.60
24/03/2015,2015,3,24,5.60,0.39,6.42,3.90
25/03/2015,2015,3,25,5.60,0.33,6.53,3.50
26/03/2015,2015,3,26,5.70,0.47,10.58,3.10
27/03/2015,2015,3,27,5.80,0.38,11.87,3.30
28/03/2015,2015,3,28,NA,NA,NA,NA
29/03/2015,2015,3,29,NA,NA,NA,NA
30/03/2015,2015,3,30,6.10,0.46,17.69,1.40
31/03/2015,2015,3,31,NA,NA,NA,NA
01/04/2015,2015,4,1,6.10,0.38,14.28,0.80
02/04/2015,2015,4,2,5.90,0.57,26.89,1.20
03/04/2015,2015,4,3,NA,NA,NA,NA
04/04/2015,2015,4,4,NA,NA,NA,NA
05/04/2015,2015,4,5,NA,NA,NA,NA
06/04/2015,2015,4,6,NA,NA,NA,NA
07/04/2015,2015,4,7,6.50,0.61,19.75,2.90
08/04/2015,2015,4,8,6.40,0.63,14.94,3.00
09/04/2015,2015,4,9,6.70,0.71,16.58,3.90
10/04/2015,2015,4,10,6.90,0.72,17.48,5.00
11/04/2015,2015,4,11,NA,NA,NA,NA
12/04/2015,2015,4,12,NA,NA,NA,NA
13/04/2015,2015,4,13,6.80,2.06,15.88,4.10
14/04/2015,2015,4,14,7.50,0.88,26.76,1.70
15/04/2015,2015,4,15,7.40,0.73,17.90,3.20
16/04/2015,2015,4,16,7.30,0.72,18.85,3.10
17/04/2015,2015,4,17,7.40,0.81,21.81,3.70
18/04/2015,2015,4,18,NA,NA,NA,NA
19/04/2015,2015,4,19,NA,NA,NA,NA
20/04/2015,2015,4,20,8.30,0.92,15.88,4.00
21/04/2015,2015,4,21,8.20,0.34,17.08,4.20
22/04/2015,2015,4,22,8.10,0.36,18.39,2.00
23/04/2015,2015,4,23,8.10,0.39,17.70,4.10
24/04/2015,2015,4,24,8.70,0.53,21.57,4.30
25/04/2015,2015,4,25,NA,NA,NA,NA
26/04/2015,2015,4,26,NA,NA,NA,NA
27/04/2015,2015,4,27,9.30,0.71,15.84,2.70
28/04/2015,2015,4,28,8.90,0.40,17.03,3.10
29/04/2015,2015,4,29,8.80,0.20,12.87,3.50
30/04/2015,2015,4,30,8.90,0.25,13.73,5.50
01/05/2015,2015,5,1,NA,NA,NA,NA
02/05/2015,2015,5,2,NA,NA,NA,NA
03/05/2015,2015,5,3,NA,NA,NA,NA
04/05/2015,2015,5,4,9.10,0.22,9.30,4.10
05/05/2015,2015,5,5,9.40,0.34,14.65,3.50
06/05/2015,2015,5,6,9.60,0.18,11.30,4.70
07/05/2015,2015,5,7,8.40,0.22,13.05,3.70
08/05/2015,2015,5,8,8.70,0.19,9.78,5.00
09/05/2015,2015,5,9,NA,NA,NA,NA
10/05/2015,2015,5,10,NA,NA,NA,NA
11/05/2015,2015,5,11,9.10,0.32,10.76,3.00
12/05/2015,2015,5,12,9.10,0.33,7.22,4.10
13/05/2015,2015,5,13,9.30,0.46,7.51,4.20
14/05/2015,2015,5,14,NA,NA,NA,NA
15/05/2015,2015,5,15,9.50,0.28,11.25,4.00
16/05/2015,2015,5,16,NA,NA,NA,NA
17/05/2015,2015,5,17,NA,NA,NA,NA
18/05/2015,2015,5,18,10.10,0.63,12.14,4.20
19/05/2015,2015,5,19,9.80,0.21,9.86,5.00
20/05/2015,2015,5,20,9.80,0.58,7.87,4.90
21/05/2015,2015,5,21,9.80,0.30,8.39,4.00
22/05/2015,2015,5,22,9.90,0.44,8.11,5.20
23/05/2015,2015,5,23,NA,NA,NA,NA
24/05/2015,2015,5,24,NA,NA,NA,NA
25/05/2015,2015,5,25,NA,NA,NA,NA
26/05/2015,2015,5,26,11.30,0.28,11.42,4.00
27/05/2015,2015,5,27,11.50,1.71,11.21,3.90
28/05/2015,2015,5,28,11.50,0.21,8.08,3.90
29/05/2015,2015,5,29,11.10,0.07,8.20,4.10
30/05/2015,2015,5,30,NA,NA,NA,NA
31/05/2015,2015,5,31,NA,NA,NA,NA
01/06/2015,2015,6,1,11.30,0.08,7.45,4.00
02/06/2015,2015,6,2,11.30,0.11,6.25,3.90
03/06/2015,2015,6,3,11.40,0.10,6.87,2.90
04/06/2015,2015,6,4,11.60,0.09,6.22,4.10
05/06/2015,2015,6,5,12.00,0.01,6.31,4.00
06/06/2015,2015,6,6,NA,NA,NA,NA
07/06/2015,2015,6,7,NA,NA,NA,NA
08/06/2015,2015,6,8,12.10,0.10,4.90,4.20
09/06/2015,2015,6,9,12.70,0.49,6.31,4.10
10/06/2015,2015,6,10,13.60,0.01,7.78,3.50
11/06/2015,2015,6,11,13.70,0.04,5.76,3.00
12/06/2015,2015,6,12,14.20,0.02,8.67,4.80
13/06/2015,2015,6,13,NA,NA,NA,NA
14/06/2015,2015,6,14,NA,NA,NA,NA
15/06/2015,2015,6,15,13.70,0.03,4.12,5.50
16/06/2015,2015,6,16,13.40,0.31,5.26,5.80
17/06/2015,2015,6,17,13.10,0.06,3.77,5.80
18/06/2015,2015,6,18,13.20,0.18,3.14,5.90
19/06/2015,2015,6,19,12.80,0.01,3.72,3.00
20/06/2015,2015,6,20,NA,NA,NA,NA
21/06/2015,2015,6,21,NA,NA,NA,NA
22/06/2015,2015,6,22,13.10,0.08,3.21,7.00
23/06/2015,2015,6,23,13.40,0.09,3.39,8.10
24/06/2015,2015,6,24,13.40,0.15,3.24,3.90
25/06/2015,2015,6,25,13.60,0.19,3.71,5.20
26/06/2015,2015,6,26,14.00,0.16,3.94,6.90
27/06/2015,2015,6,27,NA,NA,NA,NA
28/06/2015,2015,6,28,NA,NA,NA,NA
29/06/2015,2015,6,29,14.60,0.65,3.19,9.50
30/06/2015,2015,6,30,14.60,0.22,3.10,7.70
01/07/2015,2015,7,1,15.50,0.26,3.46,7.70
02/07/2015,2015,7,2,15.40,0.20,2.37,5.00
03/07/2015,2015,7,3,16.60,0.27,2.76,5.10
04/07/2015,2015,7,4,NA,NA,NA,NA
05/07/2015,2015,7,5,NA,NA,NA,NA
06/07/2015,2015,7,6,15.10,0.05,1.88,5.10
07/07/2015,2015,7,7,15.50,0.95,2.36,5.80
08/07/2015,2015,7,8,15.10,0.01,2.03,6.00
09/07/2015,2015,7,9,14.60,0.01,1.93,1.20
10/07/2015,2015,7,10,15.40,0.01,1.27,1.70
11/07/2015,2015,7,11,NA,NA,NA,NA
12/07/2015,2015,7,12,NA,NA,NA,NA
13/07/2015,2015,7,13,15.80,0.01,1.30,5.00
14/07/2015,2015,7,14,16.80,0.01,1.16,10.20
15/07/2015,2015,7,15,16.40,0.08,1.15,10.40
16/07/2015,2015,7,16,16.80,0.17,1.58,5.00
17/07/2015,2015,7,17,17.00,0.11,1.37,5.50
18/07/2015,2015,7,18,NA,NA,NA,NA
19/07/2015,2015,7,19,NA,NA,NA,NA
20/07/2015,2015,7,20,15.70,0.12,1.52,4.90
21/07/2015,2015,7,21,16.50,0.05,1.40,5.90
22/07/2015,2015,7,22,16.40,0.06,1.22,6.10
23/07/2015,2015,7,23,16.90,0.05,1.37,6.00
24/07/2015,2015,7,24,17.10,0.06,1.11,4.80
25/07/2015,2015,7,25,NA,NA,NA,NA
26/07/2015,2015,7,26,NA,NA,NA,NA
27/07/2015,2015,7,27,16.00,0.23,1.43,3.20
28/07/2015,2015,7,28,16.20,0.24,1.33,4.90
29/07/2015,2015,7,29,16.00,0.17,1.39,5.00
30/07/2015,2015,7,30,NA,NA,NA,NA
31/07/2015,2015,7,31,15.80,1.25,2.42,1.80
01/08/2015,2015,8,1,NA,NA,NA,NA
02/08/2015,2015,8,2,NA,NA,NA,NA
03/08/2015,2015,8,3,16.80,0.31,1.48,3.90
04/08/2015,2015,8,4,16.80,0.29,1.84,5.00
05/08/2015,2015,8,5,16.70,0.37,0.94,6.30
06/08/2015,2015,8,6,16.90,0.25,1.57,7.00
07/08/2015,2015,8,7,16.80,0.04,2.29,6.90
08/08/2015,2015,8,8,NA,NA,NA,NA
09/08/2015,2015,8,9,NA,NA,NA,NA
10/08/2015,2015,8,10,17.30,0.15,1.30,7.00
11/08/2015,2015,8,11,17.50,0.13,1.17,7.00
12/08/2015,2015,8,12,17.30,0.24,1.50,7.00
13/08/2015,2015,8,13,17.40,0.08,1.70,7.00
